rutaImagen,etiqueta,estado,m00,m10,m01,m20,m02,m11,m30,m03,m21,m12,mu20,mu02,mu11,mu30,mu03,mu21,mu12,nu20,nu02,nu11,nu30,nu03,nu21,nu12
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\108.jpg,jeans,exito,8352270.0,1207100385.0,867677280.0,193476569475.0,125799749760.0,126474407850.0,33338035893555.0,20856751212120.0,20417685049680.0,18155376042030.0,19022039213.508423,35660917774.42023,1074537067.1166842,-122168723629.78754,378734939889.4992,7739997541.3984375,-248917541332.32812,0.00027267669558004855,0.0005111913139772805,1.540324953864992e-05,-6.05966651084096e-07,1.878555626633548e-06,3.8391007536210146e-08,-1.2346509354908306e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\109.jpg,jeans,exito,4458165.0,497204610.0,425287980.0,59940485640.0,58475661600.0,47167515495.0,7681595338950.0,9370600759800.0,5677893053085.0,6463481389965.0,4488876243.476521,17905187888.847446,-263466586.99736845,-4631103947.205636,376156099594.6543,18619685055.216797,-7851585632.978516,0.00022585273611649357,0.0009008792971855632,-1.325602362843156e-05,-1.1035555113073556e-07,8.963502904529539e-06,4.4369239593272534e-07,-1.8709708735869052e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\11.jpg,jeans,exito,4445160.0,484541565.0,457949145.0,57452636025.0,66935499015.0,50389619250.0,7259252852985.0,11152452375525.0,6095384306340.0,7455162802290.0,4635520732.715985,19756675439.19373,471192149.8029512,-13915067577.854195,185882039494.3226,73776555661.18945,61819136134.0,0.00023459769055638087,0.0009998597133641157,2.3846423417310892e-05,-3.34015657585697e-07,4.461890774708046e-06,1.7709238288428083e-06,1.4838993265142227e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\110.jpg,jeans,exito,4458165.0,497204610.0,425287980.0,59940485640.0,58475661600.0,47167515495.0,7681595338950.0,9370600759800.0,5677893053085.0,6463481389965.0,4488876243.476521,17905187888.847446,-263466586.99736845,-4631103947.205636,376156099594.6543,18619685055.216797,-7851585632.978516,0.00022585273611649357,0.0009008792971855632,-1.325602362843156e-05,-1.1035555113073556e-07,8.963502904529539e-06,4.4369239593272534e-07,-1.8709708735869052e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\111.jpg,jeans,exito,5344035.0,787570815.0,613366035.0,123843547605.0,84871905255.0,91911471465.0,20572066800075.0,12961644917595.0,14700065290575.0,12699334028325.0,7776233554.89286,14472311522.619644,1517380094.2906785,28744588174.103172,-101741209363.94914,38575552977.25,-156879379021.53906,0.00027228938326612635,0.0005067564845001175,5.3131954838822745e-05,4.35394417445154e-07,-1.5410745950812065e-06,5.84304089327189e-07,-2.376252720147785e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\112.jpg,jeans,exito,7894800.0,1003930920.0,862481145.0,168629289150.0,125590313415.0,109580541825.0,30463389236070.0,20510977321155.0,18582145644195.0,15981396276045.0,40965853454.09303,31367061973.48015,-95636087.3604551,-1398840496008.2144,-62853094742.08059,184268771279.89844,31780041871.953125,0.0006572638435998856,0.0005032590310422428,-1.5344033399872156e-06,-7.987582657928166e-06,-3.5890031135902347e-07,1.0522014812076224e-06,1.8146866068649554e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\113.jpg,jeans,exito,4753965.0,659886450.0,537826110.0,100465798620.0,75165374880.0,77719223595.0,16519920149940.0,11618667950640.0,12211794739425.0,10947691851795.0,8868547295.347324,14319970128.864454,3064874552.6302166,112460780648.39154,-125046788077.86055,-4969169501.324219,-179304562575.01953,0.00039241041581549715,0.0006336218599951804,0.00013561281882670023,2.2822391119083006e-06,-2.5376550733900996e-06,-1.0084255972827624e-07,-3.638743064853264e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\114.jpg,jeans,exito,5148195.0,705609735.0,553279875.0,105956801595.0,75939347565.0,79324434825.0,17208248434215.0,11564574428085.0,12387373556835.0,11017235243715.0,9246187850.421522,16477998474.684727,3492096310.31998,151289439326.92267,-138479283165.69522,42876068662.91016,-141579861683.32422,0.0003488612524384032,0.0006217194889994089,0.00013175777003040406,2.515771206499048e-06,-2.302752887675539e-06,7.12980228295619e-07,-2.354311979921791e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\115.jpg,jeans,exito,4446945.0,493584120.0,446251020.0,58645858290.0,62297144640.0,49416664200.0,7367797275750.0,10035931828020.0,5892679158600.0,6893254906920.0,3860992833.7880626,17515845826.760704,-114512148.21262583,1366196414.0673878,268981152579.45566,32986420129.36914,1629534948.328125,0.00019524300321758448,0.0008857427325908049,-5.790659730387232e-06,3.276112039972588e-08,6.450114957246496e-06,7.910078450556521e-07,3.907592648322202e-08
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\116.jpg,jeans,exito,4446945.0,493584120.0,446251020.0,58645858290.0,62297144640.0,49416664200.0,7367797275750.0,10035931828020.0,5892679158600.0,6893254906920.0,3860992833.7880626,17515845826.760704,-114512148.21262583,1366196414.0673878,268981152579.45566,32986420129.36914,1629534948.328125,0.00019524300321758448,0.0008857427325908049,-5.790659730387232e-06,3.276112039972588e-08,6.450114957246496e-06,7.910078450556521e-07,3.907592648322202e-08
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\117.jpg,jeans,exito,4939350.0,634814340.0,510251175.0,86692349490.0,66837015975.0,66957605475.0,12457334863410.0,9920317519035.0,9308760378555.0,8825976027225.0,5104843791.955602,14126383687.577436,1379186676.605576,3306963032.323793,97228714857.9394,-1356975039.1914062,-48989186477.96875,0.00020923910558639527,0.0005790171077549505,5.6530581230394986e-05,6.098946688929195e-08,1.7931641290074423e-06,-2.5026340909593988e-08,-9.034949400483286e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\118.jpg,jeans,exito,5945325.0,854038860.0,578947920.0,129822877620.0,77624319990.0,82137129195.0,20701795641090.0,11872661546220.0,12327937821765.0,10834165552425.0,7141211875.890178,21247133869.421825,-1028050437.0926586,1240616173.4882076,175671639200.35593,-18686613380.148438,-116255228291.79297,0.0002020322581724931,0.0006011033575162568,-2.9084608457322644e-05,1.4394561450423843e-08,2.0382744152498714e-06,-2.1681613568244835e-07,-1.34888055092341e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\119.jpg,jeans,exito,4912575.0,608183415.0,455362680.0,81474540765.0,60015667290.0,55954574265.0,11691313885485.0,9280769269530.0,7415051101605.0,7235123537145.0,6180613185.052165,17806607817.771603,-419940075.4329109,74319273622.07355,416614643008.9596,-33112856436.42578,-117045826082.82422,0.00025610212171984375,0.000737841037163366,-1.7400788739483624e-05,1.3894037665179978e-06,7.788638477909944e-06,-6.190470548312134e-07,-2.1881795083420407e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\12.jpg,jeans,exito,7865220.0,922857750.0,1057345260.0,145523127660.0,172028660490.0,116798896695.0,25521935325930.0,30411593406060.0,17840268859575.0,18840454025415.0,37240533309.80222,29886546366.750084,-7263655607.003638,-292037547484.686,-750215803416.3606,-18296763658.351562,608592881970.8438,0.0006019967435330533,0.0004831188489853747,-0.00011741767995601824,-1.6832999300884472e-06,-4.324232347240313e-06,-1.0546226419245997e-07,3.5079200071955415e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\120.jpg,jeans,exito,4397985.0,514602750.0,497851290.0,66465541920.0,75319316340.0,58467057900.0,9106732436610.0,12687611050260.0,7339188028620.0,8794745728680.0,6252514747.88311,18962619590.31484,214098209.358149,-133515817903.07596,-131656876170.4228,-234804797647.625,-66745489710.97656,0.0003232564782676507,0.0009803718783021945,1.1068927615717679e-05,-3.2915341177166684e-06,-3.2457060635432147e-06,-5.788587559129283e-06,-1.6454608902360238e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\121.jpg,jeans,exito,4803180.0,528872805.0,484389330.0,63967467825.0,68082624930.0,53758666245.0,8311657393125.0,11034874062150.0,6637576797405.0,7592212788675.0,5733871776.430506,19233107939.62094,423096129.1245487,5570209805.352169,289675753557.49884,93435841884.32812,10374231819.644531,0.0002485365425156101,0.0008336653374063906,1.8339239729182653e-05,1.1016646090014063e-07,5.729147319971251e-06,1.8479548134310828e-06,2.0517941766389285e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\122.jpg,jeans,exito,4803180.0,528872805.0,484389330.0,63967467825.0,68082624930.0,53758666245.0,8311657393125.0,11034874062150.0,6637576797405.0,7592212788675.0,5733871776.430506,19233107939.62094,423096129.1245487,5570209805.352169,289675753557.49884,93435841884.32812,10374231819.644531,0.0002485365425156101,0.0008336653374063906,1.8339239729182653e-05,1.1016646090014063e-07,5.729147319971251e-06,1.8479548134310828e-06,2.0517941766389285e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\123.jpg,jeans,exito,5712255.0,807873915.0,625356390.0,122812312815.0,83896667190.0,91784195355.0,19829218983105.0,12542351047410.0,14413557004545.0,12511588948755.0,8556163091.742326,15434980078.02196,3341169779.361853,39929829755.319305,-21871622900.990707,23451448997.390625,-85322905046.16797,0.00026221883360461203,0.0004730324129369962,0.00010239608958188252,5.120100579217564e-07,-2.8045426131292843e-07,3.0071196980005935e-07,-1.094073924743475e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\124.jpg,jeans,exito,4273545.0,582303465.0,472097820.0,84057695865.0,63058769970.0,67035769605.0,12770319602835.0,9301743519330.0,10033804632555.0,9108362660025.0,4714357874.875596,10906200698.177105,2708800682.256405,32075027503.312008,-73960956205.47139,9774695199.9375,-82362615123.4961,0.0002581344597304417,0.0005971685433427141,0.0001483202631599453,8.495644556180255e-07,-1.95898817200396e-06,2.5890028014814795e-07,-2.1815211311492937e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\125.jpg,jeans,exito,5727300.0,798328500.0,534512895.0,118691994510.0,69524774625.0,73216840830.0,18643930028970.0,10370977359495.0,10631248064400.0,9367861145370.0,7412963568.32592,19640180676.493546,-1288925883.1121945,32863363824.279232,216498246743.3484,-86617084118.83594,-82615349447.60156,0.00022599144602429764,0.0005987501206972208,-3.929416642316661e-05,4.1863658974341076e-07,2.757906591263278e-06,-1.103389199684975e-06,-1.052412295288297e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\126.jpg,jeans,exito,4885800.0,608742375.0,381550890.0,82713453165.0,44310869070.0,47855650335.0,12037347003075.0,6170812177710.0,6460645884825.0,5547510192405.0,6867679879.020096,14514094404.685804,316619887.1790198,20383671644.69642,443483427938.0586,-77663410329.57812,-22819513165.335938,0.000287699212401026,0.0006080209914411512,1.3263765023494794e-05,3.863164502752103e-07,8.405009000500137e-06,-1.4718964040316086e-06,-4.3248112885171533e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\127.jpg,jeans,exito,10141350.0,1244755980.0,1288861290.0,194451350580.0,202263986010.0,149134691640.0,33373630381950.0,34710939828810.0,22607519118600.0,22901832342630.0,41669181564.45863,38462970872.91626,-9060992180.991707,-722462083221.0789,-771228762392.2682,119056522719.19531,378935294166.22656,0.0004051570754568974,0.0003739825023476446,-8.810168462535076e-05,-2.205848241944854e-06,-2.3547444899467563e-06,3.63507826128836e-07,1.1569794067540613e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\128.jpg,jeans,exito,4657065.0,522135195.0,441329775.0,62983541655.0,59809943235.0,49316861025.0,8057947152525.0,9475855255185.0,5927592584325.0,6676871298315.0,4443417809.254225,17987041836.46881,-163618231.55560854,70903765.98377445,398820031525.0206,-4394749505.771484,2183017324.9375,0.00020487669152109605,0.0008293448376680505,-7.544094071872092e-06,1.5149160054836484e-09,8.521110842025044e-06,-9.389735896268346e-08,4.664192148203676e-08
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\129.jpg,jeans,exito,4657065.0,522135195.0,441329775.0,62983541655.0,59809943235.0,49316861025.0,8057947152525.0,9475855255185.0,5927592584325.0,6676871298315.0,4443417809.254225,17987041836.46881,-163618231.55560854,70903765.98377445,398820031525.0206,-4394749505.771484,2183017324.9375,0.00020487669152109605,0.0008293448376680505,-7.544094071872092e-06,1.5149160054836484e-09,8.521110842025044e-06,-9.389735896268346e-08,4.664192148203676e-08
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\13.jpg,jeans,exito,4215915.0,472998225.0,394200165.0,56518135995.0,52825596255.0,44403511080.0,7113919121985.0,8276190309615.0,5314975844640.0,5970632885550.0,3450813515.0281234,15966748273.950281,176818098.83051893,-1365541195.409266,350971616127.65204,-9307929703.378906,10878784566.083984,0.0001941501801746556,0.000898323552023516,9.948166018413642e-06,-3.741753649742049e-08,9.617061206329362e-06,-2.550489143516624e-07,2.9809230209786765e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\130.jpg,jeans,exito,3245640.0,392345550.0,303973005.0,49296779010.0,36802309155.0,37373204175.0,6413019010290.0,5126406664485.0,4776479533185.0,4548819563715.0,1868527384.803584,8333474728.28292,627768503.7987127,2083514403.656086,118700567912.42981,7776161806.230469,-17574609322.246094,0.00017737759944090178,0.0007910891509142255,5.959349117065651e-05,1.0978566566028214e-07,6.254634400248039e-06,4.097457155472544e-07,-9.260508013654555e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\131.jpg,jeans,exito,3771450.0,462567705.0,384657555.0,59925205785.0,50341590765.0,48294052200.0,8125654328205.0,7468182987285.0,6387679389480.0,6344118846690.0,3191354956.017244,11109615100.844831,1115868099.1206915,-7000323801.712467,67563071380.087944,2068488761.2070312,-57887886963.04297,0.00022436670089463615,0.0007810562355923397,7.845057898095043e-05,-2.5342370901557446e-07,2.4458988793400346e-06,7.488283524740418e-08,-2.0956406356031633e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\132.jpg,jeans,exito,3701070.0,469042410.0,351548100.0,62608406820.0,44122512300.0,45179246325.0,8736040866450.0,6420388325670.0,6093572744265.0,5660758508115.0,3165926029.6858244,10730529275.196365,627003850.5477498,-866344384.8052747,190898009715.1689,-12242399971.24414,-50069314420.68164,0.00023112459609345553,0.0007833692958533449,4.5773656853653965e-05,-3.287549623274618e-08,7.244078578105384e-06,-4.645669565052604e-07,-1.89999910714869e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\133.jpg,jeans,exito,7646940.0,996364815.0,1098144240.0,161438040015.0,179411085930.0,136153198815.0,28303639176435.0,31305504588810.0,21427616302005.0,21618343861575.0,31615804641.113937,21711303815.170067,-6930476816.156471,-969891616031.9666,-694685952924.6842,50217334865.36719,232329710900.08594,0.0005406657690377333,0.0003712876805537854,-0.00011851893760542283,-5.997965987450124e-06,-4.296049835597614e-06,3.1055208801076837e-07,1.4367643567783013e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\134.jpg,jeans,exito,4615755.0,519245790.0,453394080.0,62388288780.0,62484936330.0,51257153475.0,7913825235330.0,9982413905490.0,6190461053535.0,7087931853195.0,3976135094.9096727,17949168773.21971,252936992.3393728,918438646.5894488,318470748499.15356,5307437063.2890625,9046514252.636719,0.00018662749815124695,0.000842478533068198,1.1872081039356797e-05,2.006519006570898e-08,6.957651578288377e-06,1.159519297583386e-07,1.9763979726393445e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\135.jpg,jeans,exito,4615755.0,519245790.0,453394080.0,62388288780.0,62484936330.0,51257153475.0,7913825235330.0,9982413905490.0,6190461053535.0,7087931853195.0,3976135094.9096727,17949168773.21971,252936992.3393728,918438646.5894488,318470748499.15356,5307437063.2890625,9046514252.636719,0.00018662749815124695,0.000842478533068198,1.1872081039356797e-05,2.006519006570898e-08,6.957651578288377e-06,1.159519297583386e-07,1.9763979726393445e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\136.jpg,jeans,exito,3360135.0,418851525.0,321410670.0,54231690225.0,39112609920.0,40448229540.0,7266534795165.0,5434442326680.0,5297406241620.0,4919827905330.0,2020514187.4819834,8368363397.21181,383366288.7402348,2654905966.8669324,92224608511.38647,14347376486.732422,-29024549455.58203,0.00017895690144199136,0.0007411857798295987,3.395474457705581e-05,1.2827952042604517e-07,4.456100780579316e-06,6.932353153215084e-07,-1.4024057089818233e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\137.jpg,jeans,exito,3922155.0,465807225.0,367620750.0,58535342565.0,46762445190.0,44795200515.0,7708672452495.0,6809632339230.0,5774576684055.0,5723620104945.0,3214639823.2163053,12305618310.24576,1135426383.197776,-6726453331.207133,119828790559.88174,18407904200.427734,-42877502949.234375,0.0002089694575162882,0.0007999335925981683,7.380902632791006e-05,-2.2078738303898542e-07,3.9332295606212194e-06,6.042163374253898e-07,-1.4074001856947273e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\138.jpg,jeans,exito,4269465.0,544578000.0,393351015.0,73340891190.0,49325328045.0,51130380735.0,10349792807370.0,7124701177335.0,7003291619265.0,6387894954495.0,3878980134.63358,13085419531.514069,957745745.2132248,5487296027.292287,169147270568.58325,1981498333.1015625,-80116615590.03711,0.00021279951809329586,0.0007178616217940065,5.254160267993511e-05,1.456883235511515e-07,4.4908789611173825e-06,5.260900247282958e-08,-2.1271051089372604e-06
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\139.jpg,jeans,exito,9664755.0,1027530660.0,1125071475.0,153322211880.0,170296349865.0,116626500120.0,26006013647220.0,28793210524125.0,17111989767630.0,17566778727210.0,44077926097.27343,39327088475.6864,-2988061786.0103893,332717784671.8655,-187051925085.93073,-100841480745.57031,157009456243.625,0.0004718885655749191,0.00042102714469993056,-3.19895311530298e-05,1.1457738145669297e-06,-6.441471048479159e-07,-3.4726586128955994e-07,5.406904346299278e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\14.jpg,jeans,exito,4215915.0,472998225.0,394200165.0,56518135995.0,52825596255.0,44403511080.0,7113919121985.0,8276190309615.0,5314975844640.0,5970632885550.0,3450813515.0281234,15966748273.950281,176818098.83051893,-1365541195.409266,350971616127.65204,-9307929703.378906,10878784566.083984,0.0001941501801746556,0.000898323552023516,9.948166018413642e-06,-3.741753649742049e-08,9.617061206329362e-06,-2.550489143516624e-07,2.9809230209786765e-07
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\140.jpg,jeans,exito,4931700.0,551563980.0,493418880.0,66311134830.0,69033556140.0,55271813295.0,8449223898840.0,11133430896600.0,6665205807705.0,7741806933195.0,4623922705.693899,19666767580.182007,87580421.96587469,-1333082866.3520126,291252982638.61615,11155826650.449219,3531968058.3320312,0.00019011538587537455,0.0008086110744938401,3.6009221556984737e-06,-2.468115737133017e-08,5.392358480342812e-06,2.0654283399537041e-07,6.539207852603627e-08
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\141.jpg,jeans,exito,4931700.0,551563980.0,493418880.0,66311134830.0,69033556140.0,55271813295.0,8449223898840.0,11133430896600.0,6665205807705.0,7741806933195.0,4623922705.693899,19666767580.182007,87580421.96587469,-1333082866.3520126,291252982638.61615,11155826650.449219,3531968058.3320312,0.00019011538587537455,0.0008086110744938401,3.6009221556984737e-06,-2.468115737133017e-08,5.392358480342812e-06,2.0654283399537041e-07,6.539207852603627e-08
