rutaImagen,etiqueta,estado,crudo_m00,crudo_m10,crudo_m01,crudo_m20,crudo_m02,crudo_m11,crudo_m30,crudo_m03,crudo_m21,crudo_m12,central_mu20,central_mu02,central_mu11,central_mu30,central_mu03,central_mu21,central_mu12,normalizado_nu20,normalizado_nu02,normalizado_nu11,normalizado_nu30,normalizado_nu03,normalizado_nu21,normalizado_nu12,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,momentos_tamano,sift_tamano,hog_tamano
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\108.jpg,jeans,exito,8352270.0,1207100385.0,867677280.0,193476569475.0,125799749760.0,126474407850.0,33338035893555.0,20856751212120.0,20417685049680.0,18155376042030.0,19022039213.508423,35660917774.42023,1074537067.1166842,-122168723629.78754,378734939889.4992,7739997541.3984375,-248917541332.32812,0.00027267669558004855,0.0005111913139772805,1.540324953864992e-05,-6.05966651084096e-07,1.878555626633548e-06,3.8391007536210146e-08,-1.2346509354908306e-06,3.105757003782382,7.237034524860251,9.948048969614115,9.970362386451214,9.999999999999906,-9.999999352969015,-9.999999999999725,0.3183098861837906,0.021699910753206448,0.015103988408735933,0.007686700259577654,0.053440874567577956,0.08426751954027618,0.042053264663557355,0.02744752318194242,0.06178406145527906,0.09466858600736838,0.11752542119677607,0.08301686968493692,0.08156828827981273,0.12629356073332682,0.08512923724471966,0.05969970322642205,0.11734504335024815,0.09774711236384902,0.07647524962390062,0.0587917977180955,0.10064585453265519,0.24266621618836787,0.08252967224987501,0.15937328792930613,0.058554553363628116,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\109.jpg,jeans,exito,4458165.0,497204610.0,425287980.0,59940485640.0,58475661600.0,47167515495.0,7681595338950.0,9370600759800.0,5677893053085.0,6463481389965.0,4488876243.476521,17905187888.847446,-263466586.99736845,-4631103947.205636,376156099594.6543,18619685055.216797,-7851585632.978516,0.00022585273611649357,0.0009008792971855632,-1.325602362843156e-05,-1.1035555113073556e-07,8.963502904529539e-06,4.4369239593272534e-07,-1.8709708735869052e-07,2.948179319851036,6.340593709237205,9.800087843419995,9.72449561395421,9.999999999972333,9.999740259534775,-9.999999999999009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\11.jpg,jeans,exito,4445160.0,484541565.0,457949145.0,57452636025.0,66935499015.0,50389619250.0,7259252852985.0,11152452375525.0,6095384306340.0,7455162802290.0,4635520732.715985,19756675439.19373,471192149.8029512,-13915067577.854195,185882039494.3226,73776555661.18945,61819136134.0,0.00023459769055638087,0.0009998597133641157,2.3846423417310892e-05,-3.34015657585697e-07,4.461890774708046e-06,1.7709238288428083e-06,1.4838993265142227e-06,2.9085238560200173,6.230622252044663,9.907886483259789,9.853344274972077,9.99999999999805,9.99987233333012,-9.999999999994992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\110.jpg,jeans,exito,4458165.0,497204610.0,425287980.0,59940485640.0,58475661600.0,47167515495.0,7681595338950.0,9370600759800.0,5677893053085.0,6463481389965.0,4488876243.476521,17905187888.847446,-263466586.99736845,-4631103947.205636,376156099594.6543,18619685055.216797,-7851585632.978516,0.00022585273611649357,0.0009008792971855632,-1.325602362843156e-05,-1.1035555113073556e-07,8.963502904529539e-06,4.4369239593272534e-07,-1.8709708735869052e-07,2.948179319851036,6.340593709237205,9.800087843419995,9.72449561395421,9.999999999972333,9.999740259534775,-9.999999999999009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\111.jpg,jeans,exito,5344035.0,787570815.0,613366035.0,123843547605.0,84871905255.0,91911471465.0,20572066800075.0,12961644917595.0,14700065290575.0,12699334028325.0,7776233554.89286,14472311522.619644,1517380094.2906785,28744588174.103172,-101741209363.94914,38575552977.25,-156879379021.53906,0.00027228938326612635,0.0005067564845001175,5.3131954838822745e-05,4.35394417445154e-07,-1.5410745950812065e-06,5.84304089327189e-07,-2.376252720147785e-06,3.1084369159368874,7.178048860024369,9.774518188542903,9.980126574871987,-9.999999999999792,-9.999998810325321,9.999999999999702,0.3183098861837905,0.013866906088689832,0.017938189481752156,0.03647941092381553,0.03821510760005054,0.04583806572665732,0.007909633172428855,0.06471146378427658,0.045717745166819805,0.0693770338251552,0.06149383188002733,0.09608319048432688,0.035289748534995995,0.09773341955982694,0.07650657128241867,0.1129655074735578,0.07652438747553705,0.030484467981594456,0.07933408831571445,0.1184463795285108,0.09828831231835407,0.11763658838429837,0.12453980741300816,0.16765758516851775,0.07606871237060787,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\112.jpg,jeans,exito,7894800.0,1003930920.0,862481145.0,168629289150.0,125590313415.0,109580541825.0,30463389236070.0,20510977321155.0,18582145644195.0,15981396276045.0,40965853454.09303,31367061973.48015,-95636087.3604551,-1398840496008.2144,-62853094742.08059,184268771279.89844,31780041871.953125,0.0006572638435998856,0.0005032590310422428,-1.5344033399872156e-06,-7.987582657928166e-06,-3.5890031135902347e-07,1.0522014812076224e-06,1.8146866068649554e-07,2.935346257481622,7.622932460337341,9.73246783041173,9.792053197714925,9.999999999980862,9.99995942342127,-9.999999999997593,0.31830988618379064,0.23900250234278786,0.07647895032543463,0.05226932064781399,0.16843441021352834,0.10371502587036198,0.0307593498945081,0.07116470353238266,0.019988665585149952,0.11902867325854688,0.0476343180823629,0.0699256806637259,0.08904780641281787,0.14405446676186778,0.08314656758582085,0.1738347883712562,0.12798705257076465,0.09177396371570953,0.15951489495925822,0.24689245320652756,0.07893023369597224,0.0930514908909057,0.0403370202704362,0.07380756998734277,0.21836362555653446,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\113.jpg,jeans,exito,4753965.0,659886450.0,537826110.0,100465798620.0,75165374880.0,77719223595.0,16519920149940.0,11618667950640.0,12211794739425.0,10947691851795.0,8868547295.347324,14319970128.864454,3064874552.6302166,112460780648.39154,-125046788077.86055,-4969169501.324219,-179304562575.01953,0.00039241041581549715,0.0006336218599951804,0.00013561281882670023,2.2822391119083006e-06,-2.5376550733900996e-06,-1.0084255972827624e-07,-3.638743064853264e-06,2.9888389351169073,6.879932029172632,9.554091803446676,9.963364028512252,9.999999999998483,9.99998620318076,9.999999999999968,0.3183098861837906,0.048616712504390855,0.00239545293808081,0.002579576437535443,0.10596461242782314,0.009024802147232095,0.02224874473062948,0.011835095507955128,0.012209787367233415,0.1586881142225166,0.039542658624334544,0.15993744890691028,0.08422022941715059,0.03561310211175281,0.0632876816666588,0.17363046511536312,0.15018990178338365,0.047200909721082845,0.1882563908537985,0.06363413543208578,0.1476146652323397,0.07996410724508636,0.1323634657279274,0.20459556399421364,0.08760130074512522,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\114.jpg,jeans,exito,5148195.0,705609735.0,553279875.0,105956801595.0,75939347565.0,79324434825.0,17208248434215.0,11564574428085.0,12387373556835.0,11017235243715.0,9246187850.421522,16477998474.684727,3492096310.31998,151289439326.92267,-138479283165.69522,42876068662.91016,-141579861683.32422,0.0003488612524384032,0.0006217194889994089,0.00013175777003040406,2.515771206499048e-06,-2.302752887675539e-06,7.12980228295619e-07,-2.354311979921791e-06,3.0129682855943565,6.841661463788472,9.674730138895585,9.989049741084894,9.999999999999975,9.999997623450103,-9.999999999999815,0.3183098861837906,0.0334032889308672,0.012064998986666055,0.006289449906334093,0.07542662111418978,0.08374750737316748,0.02511157139925569,0.04333337853743981,0.06954005077951253,0.12773903605390718,0.1278895513574693,0.09024779483364889,0.029163670468035162,0.17824669940567975,0.12293825185757323,0.0708790239692945,0.17520758106954953,0.14921212521045205,0.11103607453741497,0.0683738571030163,0.014635242891577869,0.35358636160305085,0.16676076820166225,0.19958137338799503,0.04838961510567744,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\115.jpg,jeans,exito,4446945.0,493584120.0,446251020.0,58645858290.0,62297144640.0,49416664200.0,7367797275750.0,10035931828020.0,5892679158600.0,6893254906920.0,3860992833.7880626,17515845826.760704,-114512148.21262583,1366196414.0673878,268981152579.45566,32986420129.36914,1629534948.328125,0.00019524300321758448,0.0008857427325908049,-5.790659730387232e-06,3.276112039972588e-08,6.450114957246496e-06,7.910078450556521e-07,3.907592648322202e-08,2.966179996583746,6.321459767278831,9.933190435300682,9.816903851885264,9.999999999993275,9.9998428574616,9.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\116.jpg,jeans,exito,4446945.0,493584120.0,446251020.0,58645858290.0,62297144640.0,49416664200.0,7367797275750.0,10035931828020.0,5892679158600.0,6893254906920.0,3860992833.7880626,17515845826.760704,-114512148.21262583,1366196414.0673878,268981152579.45566,32986420129.36914,1629534948.328125,0.00019524300321758448,0.0008857427325908049,-5.790659730387232e-06,3.276112039972588e-08,6.450114957246496e-06,7.910078450556521e-07,3.907592648322202e-08,2.966179996583746,6.321459767278831,9.933190435300682,9.816903851885264,9.999999999993275,9.9998428574616,9.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\117.jpg,jeans,exito,4939350.0,634814340.0,510251175.0,86692349490.0,66837015975.0,66957605475.0,12457334863410.0,9920317519035.0,9308760378555.0,8825976027225.0,5104843791.955602,14126383687.577436,1379186676.605576,3306963032.323793,97228714857.9394,-1356975039.1914062,-48989186477.96875,0.00020923910558639527,0.0005790171077549505,5.6530581230394986e-05,6.098946688929195e-08,1.7931641290074423e-06,-2.5026340909593988e-08,-9.034949400483286e-07,3.1033325421933418,6.825014421028898,9.954006916576292,9.983651520272577,9.999999999999897,9.999997582201228,-9.999999999999963,0.3183098861837906,0.019450401366457554,0.015540204894927922,0.007882104904117454,0.023039763290971422,0.0863786638526705,0.05267595609212471,0.006497791386701189,0.035029864673800974,0.01144463362892314,0.0992398729526512,0.06476719097956808,0.1368040815779917,0.01849722815502125,0.032227217812087906,0.027615173305563578,0.024492206959367,0.029255295299757855,0.017787918936446417,0.03720796959112407,0.24148356711218302,0.03807698683032169,0.11974829574083473,0.06921634809440694,0.0847702253982227,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\118.jpg,jeans,exito,5945325.0,854038860.0,578947920.0,129822877620.0,77624319990.0,82137129195.0,20701795641090.0,11872661546220.0,12327937821765.0,10834165552425.0,7141211875.890178,21247133869.421825,-1028050437.0926586,1240616173.4882076,175671639200.35593,-18686613380.148438,-116255228291.79297,0.0002020322581724931,0.0006011033575162568,-2.9084608457322644e-05,1.4394561450423843e-08,2.0382744152498714e-06,-2.1681613568244835e-07,-1.34888055092341e-06,3.095211060456692,6.788501951919079,9.907555716440811,9.978403221490204,9.99999999999985,9.999996108302698,-9.999999999999808,0.31830988618379064,0.004157942582883583,0.049124771055767784,0.05686367511931281,0.01729037356567071,0.07196899574357386,0.05557657603808521,0.10440560889813927,0.026329240242891298,0.04584183259497547,0.10420567146653861,0.02330410813191705,0.011820672658516742,0.15361087244485688,0.10516025760437774,0.02589726296454728,0.06453397607539907,0.08810379699822146,0.053156609694875914,0.010007567526065181,0.06854266161314249,0.17697671130464104,0.19044239271633326,0.008566027731471275,0.14569236589409937,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\119.jpg,jeans,exito,4912575.0,608183415.0,455362680.0,81474540765.0,60015667290.0,55954574265.0,11691313885485.0,9280769269530.0,7415051101605.0,7235123537145.0,6180613185.052165,17806607817.771603,-419940075.4329109,74319273622.07355,416614643008.9596,-33112856436.42578,-117045826082.82422,0.00025610212171984375,0.000737841037163366,-1.7400788739483624e-05,1.3894037665179978e-06,7.788638477909944e-06,-6.190470548312134e-07,-2.1881795083420407e-06,3.0026384074108186,6.631929791047255,9.591240781626748,9.81803904309044,9.999999999980899,9.99989207349043,9.999999999992882,0.3183098861837905,0.028012761192476074,0.02072992042163914,0.03574517373203091,0.06443793351477405,0.048791418158096,0.023296108755902583,0.06365163626953388,0.05008381501701735,0.0974753298038228,0.08000273517271865,0.09437878740716486,0.008039117375076907,0.09258909963757969,0.0768273612104739,0.11558992360998067,0.07159934451026528,0.06320912980093528,0.07320127641436029,0.11225583435795489,0.028792697002029834,0.10107654430112599,0.10382538296187667,0.15720041933471282,0.05205461652749161,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\12.jpg,jeans,exito,7865220.0,922857750.0,1057345260.0,145523127660.0,172028660490.0,116798896695.0,25521935325930.0,30411593406060.0,17840268859575.0,18840454025415.0,37240533309.80222,29886546366.750084,-7263655607.003638,-292037547484.686,-750215803416.3606,-18296763658.351562,608592881970.8438,0.0006019967435330533,0.0004831188489853747,-0.00011741767995601824,-1.6832999300884472e-06,-4.324232347240313e-06,-1.0546226419245997e-07,3.5079200071955415e-06,2.96452395587649,7.158768207878324,9.576631002752661,9.910266405979902,9.999999999993886,9.999991925472871,9.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,57,756
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\120.jpg,jeans,exito,4397985.0,514602750.0,497851290.0,66465541920.0,75319316340.0,58467057900.0,9106732436610.0,12687611050260.0,7339188028620.0,8794745728680.0,6252514747.88311,18962619590.31484,214098209.358149,-133515817903.07596,-131656876170.4228,-234804797647.625,-66745489710.97656,0.0003232564782676507,0.0009803718783021945,1.1068927615717679e-05,-3.2915341177166684e-06,-3.2457060635432147e-06,-5.788587559129283e-06,-1.6454608902360238e-06,2.8848461680010242,6.364123621820706,9.519875834148017,9.686148842563961,9.999999999996932,9.999828092209889,-9.999999999932701,0.3183098861837905,0.030878428293537923,0.03666478548148295,0.050011089501139264,0.06470562208517461,0.09849440899913779,0.10784842497710892,0.061406273560451315,0.06221513195012406,0.09070080174150826,0.17472455009090893,0.10048050681005806,0.2473061549386628,0.03341533306135126,0.02283102991195973,0.10900753188387503,0.08448461537099944,0.2382418851745167,0.13928810548848108,0.08128936803321041,0.4177205868216884,0.03324258555756104,0.07372216187522249,0.2374045488001199,0.1787250335979713,56,57,756
