rutaImagen,etiqueta,estado,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000040.jpg,pliers,exito,3.0663701074071477,6.575240407709641,9.584349626887631,9.839967253137367,9.999999999983933,9.999911348145828,-9.99999999999693
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000041.jpg,pliers,exito,2.630839040446094,5.845634475024232,8.188710157008433,9.969463029105961,9.999999999993438,-9.999991815506059,9.999999999998153
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000042.jpg,pliers,exito,3.070811625155389,6.726211908141672,9.912607781032666,9.911328278621264,9.99999999999779,9.999957383204762,9.999999999999947
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000043.jpg,pliers,exito,2.6786723073501753,5.978995742823138,8.255304149273254,8.7584866129547,9.999999985732474,9.992786733920063,-9.999999984078313
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000044.jpg,pliers,exito,2.6565522310752057,5.888484989867025,8.283190232832938,9.898923312397176,-9.999999999961865,-9.99990172175258,-9.999999999983268
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000045.jpg,pliers,exito,2.834050296437464,7.376734543057048,9.744399229673709,9.96815417162343,-9.999999999999513,-9.999995776733005,-9.999999999999346
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000046.jpg,pliers,exito,2.966675578038249,6.994856600219498,9.572302817286959,9.993778859207831,-9.999999999999904,-9.9999981240586,-9.999999999999979
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000047.jpg,pliers,exito,2.652618557593566,7.411475139333896,8.498249209227708,8.902039089167216,9.999999991450279,9.999252392034691,-9.999999996023783
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000048.jpg,pliers,exito,2.6898425877934686,6.072587289426364,8.53139987576884,9.704223995820017,-9.999999999780131,9.999614008603055,9.999999999961515
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000049.jpg,pliers,exito,2.694452703468314,5.704586920734245,9.793824269396024,9.793250473198444,9.99999999998513,9.999706843375828,-9.999999999993785
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000050.jpg,pliers,exito,3.0359390165838067,7.778992054706955,9.978165390000827,9.994454963407565,-9.999999999999996,-9.999999736849917,-9.999999999999986
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000051.jpg,pliers,exito,2.6374514138185314,5.687776415046833,8.357177570396313,9.533291762719541,9.999999999367462,9.999429016985827,9.999999999574426
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000052.jpg,pliers,exito,2.787374930967176,6.967710643509468,9.041791911883713,9.789735021569724,9.999999999978364,-9.999912262925529,-9.999999999943302
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000053.jpg,pliers,exito,2.674471552771956,5.520304564785762,9.118808632138213,9.886405357469707,9.999999999981755,9.999774514386207,9.999999999999728
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000054.jpg,pliers,exito,2.9188747960725636,6.976415031746348,9.609238398018105,9.75139894872869,9.99999999996547,9.99990853489759,-9.999999999991253
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000055.jpg,pliers,exito,2.6268588413851757,5.517240506798521,8.413071258759745,9.241302748034292,9.999999998660343,-9.999839101065712,-9.999999997602007
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000056.jpg,pliers,exito,2.5473473447585717,5.1768290344759516,9.476880148854752,8.956718207609688,9.999999997888706,9.988890466246566,-9.999999999897382
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000057.jpg,pliers,exito,2.6547776902784954,6.157683568797767,8.15744964374625,9.690065293065038,9.999999999657707,-9.999852955023515,9.999999999829821
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000058.jpg,pliers,exito,3.0249692867935623,8.146300310335132,9.999698370238901,9.997190790410395,-10.0,-9.999999811643049,10.0
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000059.jpg,pliers,exito,2.7343003825999763,5.621462302179193,9.059733083785945,9.583111385888774,9.999999999754117,9.99892562055398,9.99999999997908
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000060.jpg,pliers,exito,2.622201217765873,5.310645309996255,9.881568088393326,9.886074577842313,9.99999999999644,9.999779356462787,-9.99999999999819
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000061.jpg,pliers,exito,2.592499221353306,5.379453276327424,9.320639074891393,9.241613633240098,-9.999999999131285,9.995823078546307,-9.999999999966459
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000062.jpg,pliers,exito,2.58463818925732,6.264304813090932,7.909613775290684,8.85723444821438,9.999999992174208,9.995968979973616,9.999999979206757
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000063.jpg,pliers,exito,2.7758960321867567,6.20998470003449,8.975027310519224,9.553331119465291,9.999999999676591,9.999504748263428,9.999999999980947
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000064.jpg,pliers,exito,2.683960449308578,5.7944115910204586,8.952137864437688,9.373830221550927,-9.999999999316692,9.998282846990474,9.999999999577891
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000065.jpg,pliers,exito,2.89236127077873,6.0309134902611135,9.475675019250675,9.51276346769756,9.999999999802107,9.999134826144257,9.999999999990044
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000066.jpg,pliers,exito,2.941462737154267,6.232796084886633,9.280228963629483,9.71749988115258,9.99999999992387,9.999720773871658,-9.99999999998082
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000067.jpg,pliers,exito,3.0277155272253085,6.349107811525872,9.991289894377129,9.99814018248843,9.999999999999998,9.99999891976405,10.0
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000068.jpg,pliers,exito,2.7975788945214206,6.451554308288381,9.538761205137812,9.900875931498314,9.999999999993785,9.999933842064138,9.99999999999536
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000069.jpg,pliers,exito,3.0378765167605004,6.984890686244663,9.508858824966737,9.975300983211692,-9.999999999999885,-9.999992740890187,9.999999999999117
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000070.jpg,pliers,exito,2.6829734289167977,5.627932941860426,8.988340930846626,9.91321103967114,9.999999999993706,9.999900277872774,9.999999999987766
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000071.jpg,pliers,exito,2.8488220883620587,6.172088891145764,9.353174236472922,9.951605615667239,-9.999999999996815,9.999958362108703,-9.99999999999932
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000072.jpg,pliers,exito,2.6152770232549503,5.319547425091007,9.875936300479724,9.852071167694724,-9.999999999993976,9.99961613055808,9.999999999997677
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000073.jpg,pliers,exito,2.6284490810992045,5.359493149935033,9.984566856550252,9.576721527051623,9.999999999982546,9.998504385246209,9.999999999998602
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000074.jpg,pliers,exito,2.628521088868612,5.367439129866026,9.941247757125668,9.526885503822104,9.999999999990488,9.998253240027832,9.99999999995521
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000075.jpg,pliers,exito,2.9467194994237595,7.750189521751256,9.504453898454285,9.774671062754045,9.999999999990868,-9.999984163886483,-9.999999999965645
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000076.jpg,pliers,exito,2.7203235389048674,6.0688216733175455,8.58883250297595,9.876993430058748,-9.99999999996988,9.999876748620219,9.99999999997293
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000077.jpg,pliers,exito,2.8558110210096785,7.36665176482109,9.961444651481633,9.941836058372632,9.999999999999485,-9.999999445342832,9.999999999999499
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000078.jpg,pliers,exito,2.9035197468882683,6.659039226171482,9.391911814775597,9.672692671849273,9.999999999909447,9.99985182492644,-9.999999999998947
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000079.jpg,pliers,exito,2.7898228953877195,7.058043529525512,8.969170058989883,9.869320080682732,9.999999999976518,9.999955430005617,-9.999999999984405
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000080.jpg,pliers,exito,2.7975925482926707,6.742692271147226,9.944476939121031,9.972224256965633,-9.999999999999778,9.999988410073865,-9.999999999999844
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000081.jpg,pliers,exito,2.7968624070275725,5.753841846395981,9.684669866288194,9.994818016744711,-9.999999999999948,-9.999997413275176,9.99999999999997
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000082.jpg,pliers,exito,2.858254759481047,7.162116275604662,9.66428878469111,9.788971148851118,9.999999999987553,-9.999975449926037,-9.999999999980409
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000083.jpg,pliers,exito,3.0770891704358605,6.86488449656016,9.853138544230466,9.990866744074532,9.999999999999932,-9.999996660695802,-9.999999999999947
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000084.jpg,pliers,exito,2.801864895694469,6.095701751394441,9.24661719627838,9.381436716998277,9.999999999909457,9.99919058561437,-9.999999999482073
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000085.jpg,pliers,exito,2.5619899261885837,5.231140969135291,9.128007716524118,9.967355721151202,9.99999999999793,9.999925002314816,9.999999999998774
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000086.jpg,pliers,exito,2.712154260219019,6.0931719484493385,8.981041166083427,9.729409073063534,9.99999999991506,9.999875903965593,9.999999999934417
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000087.jpg,pliers,exito,2.9379056153263203,7.5112856133639845,9.724913985177382,9.477432441998197,9.999999999867853,9.99987394488643,9.99999999993955
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000088.jpg,pliers,exito,2.917260589219518,6.565553940350347,9.034359912721335,9.811359824899359,9.999999999964473,9.999905698681486,-9.999999999964796
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000089.jpg,pliers,exito,2.9816920439061225,7.632935820233802,9.887604824478078,9.941813108700876,-9.999999999998764,9.999996629559707,9.99999999999966
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000090.jpg,pliers,exito,2.610126850372749,5.413686740286532,9.925653894961464,9.172025211756578,9.999999999997934,9.99515688384363,9.999999999742652
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000091.jpg,pliers,exito,2.879936464074999,7.025895512307719,9.013423645873825,9.3446927218534,9.999999999459515,9.999651761866795,9.999999999348644
