rutaImagen,etiqueta,estado,m00,m10,m01,m20,m02,m11,m30,m03,m21,m12,mu20,mu02,mu11,mu30,mu03,mu21,mu12,nu20,nu02,nu11,nu30,nu03,nu21,nu12
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000010.jpg,pliers,exito,3355035.0,367459335.0,388918095.0,52322168625.0,50971953315.0,43122496395.0,8374421028645.0,7247461571385.0,6235900620945.0,5669660159295.0,12076280615.294518,5888285151.0526705,526343282.3895999,-1453851062.4828002,-26392879977.539696,55381594180.458984,-35057950109.81055,0.0010728501984591512,0.0005231120486625811,4.6760050793631846e-05,-7.05143132117301e-08,-1.280100729243613e-06,2.6861039476332287e-06,-1.7003717494849198e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000011.jpg,pliers,exito,3675315.0,421991850.0,444496875.0,60991421730.0,60343948425.0,48891080385.0,9793349866470.0,8836158985575.0,6850741303095.0,6488010054675.0,12539215193.57455,6585978867.352386,-2145105248.1957266,-89007461852.1066,-54940294563.443924,-33039405913.73828,78309315165.01953,0.0009282847621024602,0.000487563514279973,-0.00015880328108783804,-3.4370828367942684e-06,-2.121556323066472e-06,-1.2758388189147224e-06,3.0239667272169436e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000012.jpg,pliers,exito,1774035.0,199129755.0,218963655.0,22601328555.0,33944052405.0,24545649240.0,2592470276265.0,5761607294295.0,2790325451760.0,3804034144290.0,249650416.54161304,6918045471.11255,-32320740.329883274,-501491707.34130573,-135748070019.87593,7969147599.1171875,1901320391.4101562,7.932460668721758e-05,0.0021981587038482583,-1.0269680499733231e-05,-1.1963501171404868e-07,-3.238382950156058e-05,1.9011063441623557e-06,4.535757699851768e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000013.jpg,pliers,exito,2776440.0,294138675.0,298662375.0,39717650205.0,40521102165.0,39173912175.0,6080874337395.0,6216837617055.0,5873328042705.0,5917121354595.0,8556321261.908984,8393912583.867101,7533338182.818242,60219468888.33277,52101355548.60628,4712130786.619141,3551226275.96875,0.001109968099372317,0.0010888996464508216,0.0009772617002983,4.68830858558332e-06,4.056283408809432e-06,3.668568260584278e-07,2.7647611223285103e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000014.jpg,pliers,exito,2832540.0,285154770.0,296560155.0,37265999370.0,35492779095.0,35000394495.0,5555888938290.0,4674217786905.0,5026280411625.0,4713373391355.0,8559169862.295645,4443641030.356949,5145372927.717863,80960532646.94206,27731659525.336098,88639348504.14844,62861679093.51172,0.00106679148929528,0.0005538432475268898,0.0006413051892707204,5.995607966528293e-06,2.0536939832180735e-06,6.564269856732757e-06,4.655280439000909e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000015.jpg,pliers,exito,3472335.0,386239320.0,446793660.0,53278412250.0,67020829920.0,44310362385.0,8268541831710.0,10675575908820.0,5700152064285.0,6252029659605.0,10315733731.34831,9530819706.067406,-5387975885.561802,47301173330.626495,-400861570496.447,43335966836.23242,183648342038.38672,0.0008555726397116919,0.0007904729597426803,-0.0004468712426246902,2.105318801977937e-06,-1.7841870337075556e-05,1.92883219078921e-06,8.173968640121466e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000016.jpg,pliers,exito,5969550.0,775289760.0,455119410.0,121751898120.0,55984936860.0,58333502415.0,20939910726840.0,8612166676260.0,9178315998615.0,6946801230075.0,21061860854.06578,21286563053.138832,-774708111.7970978,-343283143117.26056,1098084799409.1257,97161555378.23047,-206062698408.37695,0.0005910354780043268,0.0005973410448560862,-2.1739768501102697e-05,-3.942743211342741e-06,1.2611939954389496e-05,1.1159390449305118e-06,-2.3667119156592926e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000017.jpg,pliers,exito,3145680.0,342603465.0,395584815.0,48249029655.0,57705545535.0,43529901735.0,7682349178365.0,9333283417455.0,6084153435435.0,6372441722955.0,10935274209.434584,7958798930.582441,445821879.33001125,45459726022.23051,74809078014.76505,-80511664405.17188,-24534632339.15039,0.0011050974975213492,0.0008043007073269368,4.505389016791144e-05,2.590242716164144e-06,4.262534915761306e-06,-4.587461705989315e-06,-1.3979550312109735e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000018.jpg,pliers,exito,2918475.0,320949375.0,308342940.0,44648763195.0,37540855200.0,34371902625.0,7009274646015.0,5022381693930.0,4834896854865.0,4433546001285.0,9353445841.625164,4963783733.61992,462935140.72739154,41951699650.83923,7244335419.348455,15842931472.105469,207297848380.52148,0.0010981449811120199,0.000582774977981066,5.435108194113863e-05,2.8830994092684606e-06,4.978615727586687e-07,1.0887937020066415e-06,1.4246390710812317e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000019.jpg,pliers,exito,2208300.0,181586775.0,227135385.0,21533347755.0,29032405095.0,18283388055.0,3236490914925.0,4242685161375.0,2157265140225.0,2147265993525.0,6601609832.208427,5670324254.94284,-393776302.43937874,380130251852.96277,90102145402.82802,7205775551.708984,-159041911912.54492,0.0013537351581442059,0.0011627644615625657,-8.074830815590419e-05,5.2455043588180745e-05,1.2433401291939575e-05,9.943414627198552e-07,-2.1946557478795734e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000020.jpg,pliers,exito,3499110.0,450076020.0,462576120.0,65355117900.0,69672384180.0,65747155665.0,10257437189400.0,11321434087170.0,10142022161385.0,10482898277295.0,7463704432.278102,8520643653.336258,6247906131.07784,-68971560749.30238,-141959092026.88095,-105092764965.63672,-130695958988.44531,0.0006095919761168576,0.0006959166255247117,0.0005102926408185582,-3.0114528311455965e-06,-6.198251930895053e-06,-4.588585514818679e-06,-5.706478314237994e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000021.jpg,pliers,exito,3903030.0,428185035.0,423552705.0,49197470535.0,59183186895.0,46329990180.0,5890669850655.0,9317052719475.0,5308342905000.0,6451549267020.0,2223088017.327522,13219693426.382795,-136198861.53174916,5650600494.131736,25381192500.289978,-631173004.3164062,-11629381262.93164,0.00014593278777297593,0.0008677959217895884,-8.940662447871681e-06,1.877542945648609e-07,8.433489322162976e-07,-2.0972185575122696e-08,-3.8641313919027116e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000022.jpg,pliers,exito,2113695.0,215033340.0,201528540.0,27679035690.0,24929685360.0,25568209440.0,4100298696660.0,3563243479710.0,3740562422220.0,3569902331430.0,5802966857.195079,5715109730.814333,5066029578.8925085,103705913489.37872,96537766141.20955,70758513430.08789,67688153238.75391,0.0012988692941943555,0.0012792043664874855,0.001133921737868481,1.5966058681412007e-05,1.4862485535512296e-05,1.0893637012801273e-05,1.0420939272253137e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000023.jpg,pliers,exito,2003025.0,196641465.0,196752390.0,27623542845.0,25409411760.0,21111312810.0,4482734239545.0,3720313713210.0,3062497416450.0,2785617351570.0,8318808377.209418,6082891636.330998,1795688585.7135556,137516747886.86554,29391519332.05237,-3471177740.3535156,-61654147859.29004,0.00207342523966815,0.001516133137949005,0.0004475672316726045,2.4218077726850615e-05,5.1761411655798944e-06,-6.113091940536236e-07,-1.0857913439513787e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000024.jpg,pliers,exito,4391610.0,493220745.0,492621750.0,66957862515.0,70202922900.0,55018400415.0,10052716402575.0,11177207556480.0,7615060707075.0,7831598734245.0,11564350045.004936,14943874721.071884,-307839059.4077338,-64885461555.0365,-50301755108.110725,173317431156.52344,16186732362.324219,0.00059961667018188,0.0007748465209884149,-1.5961591532220737e-05,-1.6054174712698097e-06,-1.2445826006431175e-06,4.288276994350629e-06,4.004974660649021e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000025.jpg,pliers,exito,4994175.0,576076875.0,564653640.0,82797538905.0,79093711590.0,64515685440.0,13211514540465.0,12293436843750.0,9408230681910.0,8990651381490.0,16347211091.143732,15252590050.356401,-616974987.1125858,-110455160393.73282,-98081902214.39464,189274261541.89453,6724334401.2734375,0.0006554146702823312,0.0006115276314148632,-2.473660219448166e-05,-1.981648486150575e-06,-1.759662946928752e-06,3.395722323110627e-06,1.206396065077808e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000026.jpg,pliers,exito,2881245.0,305641725.0,297486825.0,40279127565.0,34887400935.0,36444749940.0,6016195293855.0,4488225137205.0,5257594475250.0,4751298927570.0,7856732363.975574,4172063971.7842298,4887424423.505178,76515573581.54387,24595606921.68813,61885177256.828125,41205148355.79492,0.0009464149264911174,0.0005025630802032863,0.0005887347579397482,5.4299941974434875e-06,1.745448627200537e-06,4.391735403436783e-06,2.9241591744498556e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000027.jpg,pliers,exito,2019855.0,230016120.0,261549930.0,32525179110.0,39628737570.0,29654305980.0,5136244217430.0,6501056179800.0,4359967640580.0,4474134081240.0,6331509039.6957445,5760778789.293014,-130356822.46433634,-9676547822.325235,-122367836078.37613,177989241922.4668,-4929426174.388672,0.0015519111157235575,0.0014120198806125278,-3.195165647311899e-05,-1.6688602211453312e-06,-2.1104098044932975e-05,3.0696811620245836e-05,-8.501506329075386e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000028.jpg,pliers,exito,1599105.0,180063405.0,203167170.0,21688793715.0,30559752840.0,23020291770.0,2759651283735.0,5128564085100.0,2841630911670.0,3486495090330.0,1413183407.863181,4747252118.778503,143137102.59926793,-819904388.4786218,39648687487.130356,53822513883.70508,9015705021.966797,0.0005526428649795828,0.001856471705727914,5.597553581876926e-05,-2.535541702877233e-07,1.2261295585270182e-05,1.6644529584607946e-05,2.788092902692465e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000029.jpg,pliers,exito,1213035.0,137825970.0,118820820.0,15905614290.0,15065397450.0,13346596215.0,1862625975450.0,2216407403190.0,1524568299825.0,1689290768145.0,245721536.33592656,3426502228.1206656,-153916773.24469155,-420297869.3106462,69426905851.37581,1536668092.9580078,7702040231.625488,0.00016699234305705228,0.0023286507324365114,-0.00010460183093098329,-2.593425989531847e-07,4.283950863302126e-05,9.48192998479398e-07,4.752503585583004e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000030.jpg,pliers,exito,1128885.0,128179575.0,125177715.0,17104803555.0,14030137995.0,14217385515.0,2516367328605.0,1588879540035.0,1898357538075.0,1597513762005.0,2550616505.6720123,149662718.40298194,4045530.704765779,-5023538939.91066,-59536637.58295281,752969539.1894531,3560484240.1054688,0.0020014546817025123,0.0001174395083533156,3.174505595419342e-06,-3.710099158513501e-06,-4.3970362654572125e-08,5.561003283041677e-07,2.6295704564302247e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000031.jpg,pliers,exito,2636445.0,347700915.0,335674860.0,53181239655.0,48706880370.0,45905909880.0,8859753044685.0,7702838522970.0,7338175033980.0,6997419709530.0,7325579365.543091,5968415643.438437,1636275594.2489622,-86152136529.35782,-18380550556.09799,135493309747.69531,157170801061.8125,0.001053912477752418,0.0008586607836943645,0.00023540680945074804,-7.633421834185161e-06,-1.6285898596542727e-06,1.2005245959995697e-05,1.3925957879324051e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000032.jpg,pliers,exito,3145170.0,392077800.0,327038520.0,57669938100.0,36711252480.0,42625985895.0,9249907730310.0,4404917925210.0,6484073918535.0,5040435314235.0,8793406385.38998,2705397927.212585,1857269597.6755316,-131620554826.72961,25017205484.556805,24429587563.183594,77757777398.34375,0.000888932726783632,0.0002734909147912892,0.00018775292025364863,-7.502627867627696e-06,1.4260294168011447e-06,1.3925340512921946e-06,4.4323446926781225e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000033.jpg,pliers,exito,2594880.0,287659635.0,283707135.0,37299574455.0,39414677055.0,31400754060.0,5338422079485.0,6241734600705.0,4343444598870.0,4342948508100.0,5410598622.463148,8396002414.974943,-50060968.43897446,3915812097.248282,96465191161.77193,276453306197.7246,-15482828771.794922,0.0008035460306963522,0.001246918295927625,-7.434721236749303e-06,3.6101782622053084e-07,8.893596718709648e-06,2.5487579377242327e-05,-1.4274375399335427e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000034.jpg,pliers,exito,1282905.0,140166360.0,154473900.0,15573161100.0,21758976600.0,16849583235.0,1757811077370.0,3349216914900.0,1877965359945.0,2370985276125.0,259004186.08228987,3158857509.9582577,-27772670.545617096,-261931197.6105432,-31482399254.8455,8878138233.669922,352811615.17089844,0.00015736849367181338,0.001919291944988441,-1.68744119356384e-05,-1.4050797806196936e-07,-1.688813056326032e-05,4.762507343712511e-06,1.8925903877303228e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000035.jpg,pliers,exito,4688175.0,474993855.0,525021540.0,56937644145.0,71112633360.0,54280101210.0,7639099347465.0,10669224417270.0,6613234843440.0,7398222987330.0,8812486213.019855,12316274976.626598,1086266670.411207,84606461861.32083,-53132062747.59571,16759754593.455078,-50025138895.64844,0.00040095055713131684,0.0005603659619194692,4.94229682936779e-05,1.7778454196110496e-06,-1.1164702117567696e-06,3.521746717953843e-07,-1.0511840596385236e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000036.jpg,pliers,exito,1097775.0,126310170.0,119957610.0,15961570470.0,14643635610.0,14262534540.0,2167578657300.0,1994527684470.0,1825445742270.0,1799581821060.0,1428301771.5609772,1535459347.1846695,460192428.09756243,2356495484.4947944,58798052653.49993,-24629011736.24707,14109141370.160156,0.001185204529113899,0.0012741238642900111,0.00038186758632180836,1.8663078008543733e-06,4.656714390683379e-05,-1.9505794529687485e-05,1.117422069159294e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000037.jpg,pliers,exito,1766385.0,204861135.0,198277035.0,29271950565.0,22669235055.0,23002800300.0,4662870297105.0,2637325633065.0,3287558259150.0,2641696294560.0,5512642920.5803385,412602096.5049813,7100928.382417454,-10707426624.196402,70587826.8185447,129428407.70703125,10978118737.677734,0.0017668070599684861,0.00013223934645599283,2.275853992201801e-06,-2.5820918492325925e-06,1.7022227532367994e-08,3.121161118622747e-08,2.6473691492228832e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000038.jpg,pliers,exito,1339260.0,149444025.0,158539110.0,16919750565.0,22007423100.0,17684868630.0,1942362802905.0,3368534151750.0,2007629283570.0,2454602417670.0,243737984.7686586,3239857877.718963,-6037331.738386372,-57636298.78273653,-3720407176.2337785,6048029977.263672,289153971.52441406,0.00013589185290541434,0.0018063261275065978,-3.3660087791104347e-06,-2.7767311954026622e-08,-1.7923723216145375e-06,2.913746000919238e-06,1.3930506815383892e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000039.jpg,pliers,exito,1796730.0,161491755.0,179309370.0,17373630165.0,20960350770.0,16808727135.0,2068445121735.0,2779041332010.0,1852689671205.0,2038517286435.0,2858601789.573516,3065703176.985524,692235035.8841887,-6980382239.178458,75348566768.55539,-5594645934.46875,16414751487.876953,0.000885498893207791,0.0009496519522326688,0.00021443118112878394,-1.6131403580002858e-06,1.7412773370723207e-05,-1.2929018549958284e-06,3.7933879813945516e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000040.jpg,pliers,exito,3335910.0,379251300.0,437111565.0,47518329450.0,62424700485.0,52538495835.0,6420247742640.0,9442965896295.0,6839008166085.0,7762370648805.0,4402193657.460629,5149018510.14179,2844370612.411707,17058342258.04044,-86053052663.06764,-34161031211.378906,-79946257439.3125,0.0003955856174330268,0.00046269606132763374,0.0002555980478078967,8.392686692402605e-07,-4.23380126275478e-06,-1.6807191912880783e-06,-3.933347571344762e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000041.jpg,pliers,exito,925395.0,111585195.0,116349615.0,14957754555.0,15129535815.0,14132978475.0,2150597430315.0,2031597110205.0,1904037931335.0,1866964239195.0,1502683214.4502618,500936232.4993109,103407883.03664917,-15416388429.57054,3400347973.032266,-1533809732.446289,16624504341.43164,0.0017547414619061355,0.0005849626644423315,0.00012075339506519422,-1.871392017455607e-05,4.127674962508196e-06,-1.8618882773412751e-06,2.0180449435898084e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000042.jpg,pliers,exito,4766970.0,528493110.0,444750090.0,63321833580.0,56069452020.0,49382975130.0,8070440114310.0,8186457128730.0,5925033622350.0,6232474229550.0,4730114454.964162,14575034695.156738,75478284.64962219,1411243241.676732,235622569881.54037,479725334.93359375,2215381303.1015625,0.00020815498303445578,0.0006413938031695983,3.3215223881577232e-06,2.844433783702145e-08,4.749094827745478e-06,9.669112377549385e-09,4.4652156596599145e-08
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000043.jpg,pliers,exito,2541075.0,278153235.0,345489555.0,35230209165.0,55722687975.0,35171443140.0,4934281373415.0,9538797003105.0,4264075707600.0,5555026781760.0,4782771706.064227,8749248539.289516,-2646817785.7737055,30811978144.153484,-416499334363.8537,53563452811.85547,175197329580.9961,0.0007407039905753064,0.001354989053600437,-0.0004099105323723667,2.9934766333556645e-06,-4.046416687021305e-05,5.203851036242622e-06,1.702094912158492e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000044.jpg,pliers,exito,1592220.0,176550015.0,201738915.0,23160260505.0,27567572385.0,23575670805.0,3318590320185.0,3975353238465.0,3244231915755.0,3404402481585.0,3583877972.1212363,2006663826.2724211,1206269296.8329594,-44268932326.59106,-26038848242.71358,42250060046.71289,41953676541.021484,0.0014136668180597743,0.0007915319908404021,0.0004758149947744273,-1.383857464859155e-05,-8.13980654676175e-06,1.3207470321408928e-05,1.3114820125152487e-05
